ORGANISM_NAME,ORGANISM_ID,STRAIN_IDS,SOURCE,STRAIN_IDENTIFICATION,COLLECT_DATE,COLLECT_COUNTRY,COLLECT_REGION,COLLECT_SPECIE,COLLECT_TISSUE,DRUG_NAME,DRUG_CLASS,DRUG_SUBCLASS,ANTIMICRO,ANTIMICRO_CLASS,VITEK_MIC,VITEK_BP,CARD_CODE,BP_SOURCE
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,4,S,AST-N435,EUCAST
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>= 16,R,AST-N435,EUCAST
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,Tobramycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,>= 16,R,AST-N435,EUCAST
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,Ceftazidime,Beta-lactam,Cephalosporin (3rd); Extended spectrum antipseudomonal,Bacteria,Cephalosporin,>= 64,R,AST-N435,EUCAST
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,>= 4,R,AST-N435,EUCAST
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,Ceftriaxone,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>= 64,R,AST-N435,EUCAST
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>= 320,R,AST-N435,EUCAST
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,ESBL,,,,,NEG,-,AST-GN96,EUCAST
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>= 16,R,AST-GN96,EUCAST
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>= 32,R,AST-GN96,EUCAST
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 32,R,AST-GN96,EUCAST
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 128,R,AST-GN96,EUCAST
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,Cefalexin,Beta-lactam,Cephalosporin (1st),Bacteria,Cephalosporin,>= 64,R,AST-GN96,EUCAST
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>= 320,R,AST-GN96,EUCAST
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,<= 0.25,S,AST-GN96,EUCAST
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,,,AST-N435,EUCAST
Escherichia coli,Ec-1320-ZM,ZUP0241458; 65; CARBX-0065,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-06-10,Zambia,Lusaka,Human,Urine,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,,,AST-GN96,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>= 32,R,AST-N435,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Aztreonam,Beta-lactam,Monobactam,Bacteria,Monobactam,>= 64,R,AST-N435,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Ertapenem,Beta-lactam,Carbapenem,Bacteria,Carbapenem,<= 0.12,S,AST-N435,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 128,R,AST-N435,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,<= 0.25,S,AST-N435,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,>= 64,R,AST-N435,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,4,S,AST-N435,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Cefoxitin,Beta-lactam,Cephalosporin (2nd),Bacteria,Cephalosporin,<= 4,S,AST-N435,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>= 16,R,AST-N435,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Ceftazidime,Beta-lactam,Cephalosporin (3rd); Extended spectrum antipseudomonal,Bacteria,Cephalosporin,32,R,AST-N435,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Tobramycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,>= 16,R,AST-N435,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Ceftriaxone,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>= 64,R,AST-N435,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,>= 4,R,AST-N435,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,16,R,AST-N435,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>= 320,R,AST-N435,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,ESBL,,,,,POS,+,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>= 16,R,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>= 32,R,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Neomycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,<= 2,S,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 32,R,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Flumequine,Quinolone,Fluoroquinolone (1st),Bacteria,Fluoroquinolone,>= 32,R,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 128,R,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Enrofloxacin,Quinolone,,Bacteria,Quinolone,>= 4,R,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Marbofloxacin,Quinolone,,Bacteria,Quinolone,>= 4,R,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Cefalotin,Beta-lactam,Cephalosporin (1st),Bacteria,Cephalosporin,>= 64,R,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,<= 1,S,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Cefoperazone,Beta-lactam,Cephalosporin (3rd),Bacteria,Cephalosporin,>= 64,R,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Florfenicol,,,,Phenicol,16,R,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Ceftiofur,Beta-lactam,Cephalosporin (3rd),Bacteria,Cephalosporin,>= 8,R,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Polymyxin B,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,0.5,S,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Cefquinome,Beta-lactam,Cephalosporin (4th),Bacteria,Cephalosporin,>= 8,R,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>= 320,R,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,<= 0.25,S,AST-GN96,CLSI
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>= 32,R,AST-N435,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Aztreonam,Beta-lactam,Monobactam,Bacteria,Monobactam,>= 64,R,AST-N435,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 64,R,AST-N435,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Ertapenem,Beta-lactam,Carbapenem,Bacteria,Carbapenem,<= 0.12,S,AST-N435,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,<= 0.25,S,AST-N435,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 128,R,AST-N435,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,4,S,AST-N435,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,,,AST-N435,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>= 16,R,AST-N435,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Tobramycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,>= 16,R,AST-N435,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Ceftazidime,Beta-lactam,Cephalosporin (3rd); Extended spectrum antipseudomonal,Bacteria,Cephalosporin,32,R,AST-N435,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Ceftriaxone,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>= 64,R,AST-N435,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>= 320,R,AST-N435,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,ESBL,,,,,POS,+,AST-GN96,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>= 16,R,AST-GN96,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>= 32,R,AST-GN96,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 32,R,AST-GN96,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>= 128,R,AST-GN96,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Cefalexin,Beta-lactam,Cephalosporin (1st),Bacteria,Cephalosporin,>= 64,R,AST-GN96,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>= 320,R,AST-GN96,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,<= 0.25,S,AST-GN96,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,16,R,AST-N435,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,>= 4,R,AST-N435,EUCAST
Escherichia coli,Ec-1321-ZM,ZUL1454497; 84; CARBX-0084,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-07-22,Zambia,Lusaka,Human,Urine,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,,,AST-GN96,EUCAST
Escherichia coli,Ec-1325-ZM,ZUL1422568; 41; CARBX-0041,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-05-14,Zambia,Lusaka,Human,Blood,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>= 32,R,AST-N435,CLSI
Escherichia coli,Ec-1325-ZM,ZUL1422568; 41; CARBX-0041,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-05-14,Zambia,Lusaka,Human,Blood,Aztreonam,Beta-lactam,Monobactam,Bacteria,Monobactam,>= 64,R,AST-N435,CLSI
Escherichia coli,Ec-1325-ZM,ZUL1422568; 41; CARBX-0041,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-05-14,Zambia,Lusaka,Human,Blood,Ertapenem,Beta-lactam,Carbapenem,Bacteria,Carbapenem,<= 0.12,S,AST-N435,CLSI
Escherichia coli,Ec-1325-ZM,ZUL1422568; 41; CARBX-0041,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-05-14,Zambia,Lusaka,Human,Blood,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,8,S,AST-N435,CLSI
Escherichia coli,Ec-1325-ZM,ZUL1422568; 41; CARBX-0041,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-05-14,Zambia,Lusaka,Human,Blood,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,<= 0.25,S,AST-N435,CLSI
Escherichia coli,Ec-1325-ZM,ZUL1422568; 41; CARBX-0041,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-05-14,Zambia,Lusaka,Human,Blood,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,>= 64,R,AST-N435,CLSI
Escherichia coli,Ec-1325-ZM,ZUL1422568; 41; CARBX-0041,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-05-14,Zambia,Lusaka,Human,Blood,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,16,S,AST-N435,CLSI
Escherichia coli,Ec-1325-ZM,ZUL1422568; 41; CARBX-0041,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-05-14,Zambia,Lusaka,Human,Blood,Cefoxitin,Beta-lactam,Cephalosporin (2nd),Bacteria,Cephalosporin,16,I,AST-N435,CLSI
Escherichia coli,Ec-1325-ZM,ZUL1422568; 41; CARBX-0041,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-05-14,Zambia,Lusaka,Human,Blood,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,>= 16,R,AST-N435,CLSI
Escherichia coli,Ec-1325-ZM,ZUL1422568; 41; CARBX-0041,"CIDRZ, Lusaka (Zambia)",Collaborator: Escherichia coli (Vitek2),2022-05-14,Zambia,Lusaka,Human,Blood,Ceftazidime,Beta-lactam,Cephalosporin (3rd); Extended spectrum antipseudomonal,Bacteria,Cephalosporin,32,R,AST-N435,CLSI
